|business_address|business_name|city|geo_coordinates|id|license_expiration|license_num|license_type|state|zip_code
0|676 678 688 Bridgeport Ave|Napoli Nissan|Milford|[{'type': 'Point', 'coordinates': [-73.083765, 41.209302]}]|row-pik2.2a4u-b8xf|2022-05-31T00:00:00|N0834|New Dealer|Ct|06460
1|1043 Bridgeport Ave|Monro Muffler Brake Inc|Milford|[{'type': 'Point', 'coordinates': [-73.069975, 41.21633]}]|row-9dvn.xbgf~wrfv|2023-10-31T00:00:00|R5268|General Repairer|Ct|06460-3160
2|688 Bridgeport Ave|Napoli Motors Inc|Milford|[{'type': 'Point', 'coordinates': [-73.083506, 41.209466]}]|row-ayjz~yrwu.b9sn|2022-03-31T00:00:00|O1704|Leasing License|Ct|06460
3|675 Bridgeport Ave|Bruneaus Inc|Milford|[{'type': 'Point', 'coordinates': [-73.083765, 41.209302]}]|row-qpuy-c9k9-4bmc|2022-07-31T00:00:00|R7693|General Repairer|Ct|06460-4254
4|215 219 Naugatuck Ave|Adonai Auto Sales Llc|Milford|[{'type': 'Point', 'coordinates': [-73.090201, 41.196112]}]|row-htzj~y4p3-ntgn|2023-11-30T00:00:00|U8757|Used Dealer|Ct|06460
5|480 Boston Post Rd|Colonial Power & Sport Llc|Milford|[{'type': 'Point', 'coordinates': [-73.067843, 41.228730000000006]}]|row-3mpa.gfti-agxb|2023-11-30T00:00:00|N2776|New Dealer|Ct|06460-2529
6|909 915 Boston Post Rd|Newlonbro Llc|Milford|[{'type': 'Point', 'coordinates': [-73.050928, 41.231963]}]|row-4xyg-m9c9~dnk5|2023-02-28T00:00:00|N2218|New Dealer|Ct|06460
7|1503 Boston Post Rd|Acura Of Milford|Milford|[{'type': 'Point', 'coordinates': [-73.030143, 41.243464]}]|row-c8uz.seya-w6va|2022-03-31T00:00:00|O5948|Leasing License|Ct|06460
8|70 Bridgeport Ave|R And J Investments Milford Llc|Milford|[{'type': 'Point', 'coordinates': [-73.105975, 41.200551]}]|row-i6w8-iwzp-s7bq|2023-03-31T00:00:00|U8016|Used Dealer|Ct|06460
9|998 Bridgeport Ave|Maurati Auto Body Inc|Milford|[{'type': 'Point', 'coordinates': [-73.071766, 41.215672]}]|row-wgrr-adqx~67xp|2022-11-30T00:00:00|U4847|Used Dealer|Ct|06460-3143
10|177 Bridgeport Ave|M And R Management Llc|Milford|[{'type': 'Point', 'coordinates': [-73.102934, 41.201813]}]|row-tszk-95p9~yzb8|2022-08-31T00:00:00|U7431|Used Dealer|Ct|06460-3936
11|503 New Haven Ave|Connecticut Auto Center Llc|Milford|[{'type': 'Point', 'coordinates': [-73.032978, 41.225087]}]|row-ta34.ea88.gn26|2023-06-30T00:00:00|U6693|Used Dealer|Ct|06460-8613
12|306R Boston Post Rd|Dba Pruven Performance|Milford|[{'type': 'Point', 'coordinates': [-73.072042, 41.224039]}]|row-idyh-kjce-bbcr|2023-02-28T00:00:00|R7714|General Repairer|Ct|06460-2527
13|826 Bridgeport Ave|Valvoline Instant Oil Change|Milford|[{'type': 'Point', 'coordinates': [-73.078818, 41.212391]}]|row-fja9-77cb~m2wu|2022-05-31T00:00:00|R7768|General Repairer|Ct|06460-3109
14|100 Boston Post Rd|Chips Auto Sales Inc|Milford|[{'type': 'Point', 'coordinates': [-73.075914, 41.21702]}]|row-t7eu~w56z~cerp|2023-02-28T00:00:00|U4892|Used Dealer|Ct|06460
15|15 Research Dr|Kjr Enterprises Inc|Milford|[{'type': 'Point', 'coordinates': [-73.019333, 41.237277]}]|row-4nae~gvcf-fcv4|2022-04-30T00:00:00|R7002|General Repairer|Ct|06460-8525
16|59 Meadow St|Dealertown Auto Wholesalers|Milford|[{'type': 'Point', 'coordinates': [-73.064172, 41.230141]}]|row-mi5j.jyyj-pdyx|2022-01-31T00:00:00|U8135|Used Dealer|Ct|06460-3409
17|825 Bridgeport Ave|Dba Wiz Sports & Imports|Milford|[{'type': 'Point', 'coordinates': [-73.07902, 41.212272]}]|row-is8v.jbvt~ikj3|2023-05-31T00:00:00|U8885|Used Dealer|Ct|06460-3108
18|1503 Boston Post Rd|Milford Gateway Inc|Milford|[{'type': 'Point', 'coordinates': [-73.030143, 41.243464]}]|row-eiua~5igr-x4v4|2022-09-30T00:00:00|N0644|New Dealer|Ct|06460-2705
19|600 Orange Ave|Platt Rvts|Milford|[{'type': 'Point', 'coordinates': [-73.044808, 41.24898]}]|row-6r8k~8fmg~d8ga|2023-02-28T00:00:00|R1312|General Repairer|Ct|06461-2157
20|767 Bridgeport Ave|Dba Honda Of Milford|Milford|[{'type': 'Point', 'coordinates': [-73.081061, 41.210997]}]|row-sddk.53sb.brv9|2023-03-31T00:00:00|N0325|New Dealer|Ct|06460-3132
21|388 Bridgeport Ave|Angelos Auto Ctr Inc|Milford|[{'type': 'Point', 'coordinates': [-73.095263, 41.204592]}]|row-zhj4-63e3-njz8|2022-08-31T00:00:00|U4183|Used Dealer|Ct|06460-4102
22|80 Munson St|Matties Service Center Llc|Milford|[{'type': 'Point', 'coordinates': [-73.09475, 41.210579]}]|row-qwum-cpyj~b5tz|2022-04-30T00:00:00|R6839|General Repairer|Ct|06460
23|2 Boston Post Rd|Dan Perkins Subaru Inc|Milford|[{'type': 'Point', 'coordinates': [-73.077638, 41.21326100000001]}]|row-xkx6~qf2g-gb83|2023-11-30T00:00:00|U6743|Used Dealer|Ct|06460
24|9 Lenox Ave|Bel Air Auto Body Inc|Milford|[{'type': 'Point', 'coordinates': [-73.102833, 41.201268]}]|row-ve26~cf56~5r76|2022-01-31T00:00:00|U0460|Used Dealer|Ct|06460
25|750 Bridgeport Ave|Dash Cars Of Ct Llc|Milford|[{'type': 'Point', 'coordinates': [-73.081213, 41.210903]}]|row-4b3i-zh6u-r926|2023-11-30T00:00:00|U8916|Used Dealer|Ct|06460-3107
26|136 Naugatuck Ave|J And A Auto Llc|Milford|[{'type': 'Point', 'coordinates': [-73.087191, 41.195078]}]|row-gtsd-79r7-zb62|2022-11-30T00:00:00|U8657|Used Dealer|Ct|06460-6055
27|199 207 211 Naugatuck Ave|Auto Specialists Of Milford Llc|Milford|[{'type': 'Point', 'coordinates': [-73.089522, 41.195811]}]|row-khmk~b2ag~phvb|2022-11-30T00:00:00|U5570|Used Dealer|Ct|06460
28|312 Woodmont Rd|Aviant Truck Centers Inc|Milford|[{'type': 'Point', 'coordinates': [-73.016455, 41.23691500000001]}]|row-czgy-mwgt-aenj|2022-08-31T00:00:00|N2684|New Dealer|Ct|06460-2846
29|384 Bridgeport Ave|Mazzella Auto Body Llc|Milford|[{'type': 'Point', 'coordinates': [-73.095457, 41.204526]}]|row-xpi6-4sc7-h46v|2022-06-30T00:00:00|R7322|General Repairer|Ct|06460-4102
30|31 Rowe Ave|Waynes Auto Body Inc|Milford|[{'type': 'Point', 'coordinates': [-73.094787, 41.209477]}]|row-6na7.aiv8-f38i|2022-11-30T00:00:00|R5105|General Repairer|Ct|06460
31|655 Bridgeport Ave|Dba Chevrolet Of Milford|Milford|[{'type': 'Point', 'coordinates': [-73.084717, 41.20871300000001]}]|row-ae2h-nchp-aca6|2023-04-30T00:00:00|N2765|New Dealer|Ct|06460-4254
32|696 Boston Post Rd|Bruneaus Auto Inc|Milford|[{'type': 'Point', 'coordinates': [-73.05996, 41.23215]}]|row-6gs2-w8aw-rhue|2023-02-28T00:00:00|U8857|Used Dealer|Ct|06460-2602
33|111 Erna Ave|Steven J Alfano|Milford|[{'type': 'Point', 'coordinates': [-73.078554, 41.219277]}]|row-ny3r~n2c3-wwin|2022-03-31T00:00:00|R6131|General Repairer|Ct|06460
34|498 New Haven Ave|Dba Dr. Nicks Transmissions|Milford|[{'type': 'Point', 'coordinates': [-73.033918, 41.224804]}]|row-vfxu-zmwc-sgjt|2023-09-30T00:00:00|U8741|Used Dealer|Ct|06460-3613
35|241 Boston Post Rd|Napoli Indoor Auto Llc|Milford|[{'type': 'Point', 'coordinates': [-73.073683, 41.22108]}]|row-ffvi~rnvu-ycvi|2023-03-31T00:00:00|O0069|Leasing License|Ct|06460-3104
36|707 717 Bridgeport Ave|Stevens Kia|Milford|[{'type': 'Point', 'coordinates': [-73.082668, 41.20998]}]|row-exfc.idgg-gyhm|2023-04-30T00:00:00|N0278|New Dealer|Ct|06460
37|31 Eastern Steel Rd|Rays Gulf Service Station|Milford|[{'type': 'Point', 'coordinates': [-73.019536, 41.23553]}]|row-3iez-m5px~94cx|2022-10-31T00:00:00|R7513|General Repairer|Ct|06460-2862
38|909 915 Boston Post Rd|Ct'S Own Volvo,Mazda Of Milford|Milford|[{'type': 'Point', 'coordinates': [-73.050928, 41.231963]}]|row-d7w5.uvmk~hfbn|2023-02-28T00:00:00|N2218|New Dealer|Ct|06460
39|1470 1482 Boston P0St Rd|Milford Chrysler Jeep Dodge Ram|Milford||row-2nad-mnmc.f9x7|2023-06-30T00:00:00|N0221|New Dealer|Ct|06460
40|93 Opal St|New Riders Auto Body|Milford|[{'type': 'Point', 'coordinates': [-73.095565, 41.209803]}]|row-enft-s5zv~53r3|2023-01-31T00:00:00|R1429|General Repairer|Ct|06460
41|79 Bridgeport Ave|Dulin Automotive|Milford|[{'type': 'Point', 'coordinates': [-73.105446, 41.200775]}]|row-r82u-yphj-8z9y|2023-04-30T00:00:00|R5185|General Repairer|Ct|06460-3941
42|378 Bridgeport Ave|Milford Auto Sales|Milford|[{'type': 'Point', 'coordinates': [-73.095782, 41.204413]}]|row-39pf-xrq2~7qmk|2023-02-28T00:00:00|U4895|Used Dealer|Ct|06460-4102
43|392 Naugatuck Ave|Caliber Holdings Llc|Milford|[{'type': 'Point', 'coordinates': [-73.09759, 41.196687]}]|row-cxwr-w7vc.9mmw|2023-09-30T00:00:00|R7796|General Repairer|Ct|06460-5403
44|70 Bridgeport Ave|Meineke Discount Mufflers|Milford|[{'type': 'Point', 'coordinates': [-73.105975, 41.200551]}]|row-tjkh-uegx-dhpg|2023-03-31T00:00:00|U8016|Used Dealer|Ct|06460
45|258 Bridgeport Ave|258 Devon Auto Llc|Milford|[{'type': 'Point', 'coordinates': [-73.100649, 41.202735]}]|row-th2u-7fx5~23qs|2022-05-31T00:00:00|U8803|Used Dealer|Ct|06460-4147
46|254 Old Gate Ln|Dba Midas|Milford|[{'type': 'Point', 'coordinates': [-73.027414, 41.232316]}]|row-7gxh-2h6m-5w7a|2022-07-31T00:00:00|R6735|General Repairer|Ct|06460-8621
47|15 Research Dr|Center Towing And Truck Repair|Milford|[{'type': 'Point', 'coordinates': [-73.019333, 41.237277]}]|row-6rjz-ty8z-6f33|2022-04-30T00:00:00|R7002|General Repairer|Ct|06460-8525
48|1503 Boston Post Rd|Acura Of Milford|Milford|[{'type': 'Point', 'coordinates': [-73.030143, 41.243464]}]|row-et2z.568d~hqig|2022-09-30T00:00:00|N0644|New Dealer|Ct|06460-2705
49|1326 Boston Post Rd|Town Fair Tire Centers Of Conn Llc|Milford|[{'type': 'Point', 'coordinates': [-73.035562, 41.239142]}]|row-6sn5-93nn-whqk|2022-03-31T00:00:00|R7755|General Repairer|Ct|06460
50|500A New Haven Ave|Milford Collision Center Llc|Milford|[{'type': 'Point', 'coordinates': [-73.033242, 41.225004]}]|row-cwkb.ktjz-gacf|2022-06-30T00:00:00|U8191|Used Dealer|Ct|06460
51|684 Boston Post Rd|Post Parkway Services Inc|Milford|[{'type': 'Point', 'coordinates': [-73.060415, 41.232054]}]|row-vdbu-buxi-6v62|2023-11-30T00:00:00|R0368|General Repairer|Ct|06460
52|541 New Haven Ave|Anthonys Hightech Auto Center Inc|Milford|[{'type': 'Point', 'coordinates': [-73.031229, 41.22523]}]|row-any4~8nqm-dq25|2022-11-30T00:00:00|U4836|Used Dealer|Ct|06460
53|111 Erna Ave|Brian M Shaker|Milford|[{'type': 'Point', 'coordinates': [-73.078554, 41.219277]}]|row-pahx.4h9g-zqe5|2022-03-31T00:00:00|R6131|General Repairer|Ct|06460
54|306R Boston Post Rd|Rolling Road Motorcars Inc|Milford|[{'type': 'Point', 'coordinates': [-73.072042, 41.224039]}]|row-cqrj-hi3g.kgty|2023-02-28T00:00:00|R7714|General Repairer|Ct|06460-2527
55|122 Kings Hwy|Als Service Center Llc|Milford|[{'type': 'Point', 'coordinates': [-72.994451, 41.227348]}]|row-58aj.7q92~eiz7|2023-01-31T00:00:00|U7226|Used Dealer|Ct|06460-8022
56|1503 Boston Post Rd|Milford Gateway Inc Group2|Milford|[{'type': 'Point', 'coordinates': [-73.030143, 41.243464]}]|row-vx8q-y6r3-6zfv|2022-03-31T00:00:00|O5948|Leasing License|Ct|06460
57|470 New Haven Ave|Twin Lights Milford Body Shop Inc|Milford|[{'type': 'Point', 'coordinates': [-73.036026, 41.224155]}]|row-at22.q9pu~d2u4|2023-02-28T00:00:00|U1819|Used Dealer|Ct|06460-3613
58|1080 Bridgeport Ave|Superior Motors Llc|Milford|[{'type': 'Point', 'coordinates': [-73.068721, 41.216753]}]|row-d8km-3ip4-u7s5|2023-08-31T00:00:00|U8530|Used Dealer|Ct|06460-3159
59|767 Bridgeport Ave|Milford Imports Inc|Milford|[{'type': 'Point', 'coordinates': [-73.081061, 41.210997]}]|row-797g-7p8d~u75g|2023-03-31T00:00:00|N0325|New Dealer|Ct|06460-3132
60|31 Eastern Steel Rd|Dba Stephen Dzialo|Milford|[{'type': 'Point', 'coordinates': [-73.019536, 41.23553]}]|row-gh3r-wnw8.teqh|2022-10-31T00:00:00|R7513|General Repairer|Ct|06460-2862
61|79 Bridgeport Ave|Dulin Automotive Inc|Milford|[{'type': 'Point', 'coordinates': [-73.105446, 41.200775]}]|row-udyc-knvg.j5rn|2023-04-30T00:00:00|R5185|General Repairer|Ct|06460-3941
62|579 Bridgeport Ave|Enterprise Car Sales|Milford|[{'type': 'Point', 'coordinates': [-73.087554, 41.207336]}]|row-bj2g~kbek~rpge|2023-06-30T00:00:00|U7805|Used Dealer|Ct|06460-4203
63|241 Boston Post Rd|Dba Napoli Kia|Milford|[{'type': 'Point', 'coordinates': [-73.073683, 41.22108]}]|row-jjj3.837u.488z|2022-03-31T00:00:00|N2676|New Dealer|Ct|06460-3104
64|216 Buckingham Ave|Roberts Service Center Inc|Milford|[{'type': 'Point', 'coordinates': [-73.045406, 41.223303]}]|row-dc85.2epc~z57x|2023-11-30T00:00:00|U0632|Used Dealer|Ct|06460-4841
65|498 New Haven Ave|Maijac Corp|Milford|[{'type': 'Point', 'coordinates': [-73.033918, 41.224804]}]|row-4r4n-ejjr-bmqa|2023-09-30T00:00:00|U8741|Used Dealer|Ct|06460-3613
66|339 Clark Street|Mantz Auto Sales And Repair Inc|Milldale|[{'type': 'Point', 'coordinates': [-72.901305, 41.562221]}]|row-49eh.7k3z.hv6g|2023-01-31T00:00:00|U8854|Used Dealer|Ct|06467
67|1875 Meriden & Waterbury Rds|Ta Operating Llc|Milldale|[{'type': 'Point', 'coordinates': [-72.90986, 41.563688]}]|row-guw2.bvuu~uwhq|2023-08-31T00:00:00|R6940|General Repairer|Ct|06467-0548
68|1157 Meriden Waterbury Tpke|L  And S Automotive Llc|Milldale|[{'type': 'Point', 'coordinates': [-72.883921, 41.563812]}]|row-vg7u-ymra-k5wh|2023-02-28T00:00:00|U7753|Used Dealer|Ct|06467
69|1403 Meriden Waterbury Rd|Superior Inc|Milldale|[{'type': 'Point', 'coordinates': [-72.891196, 41.564837]}]|row-nyhu-ttg6-i672|2023-03-31T00:00:00|O0371|Leasing License|Ct|06467
70|196 Clark St|T.C. & Sons Trucking   Llc|Milldale|[{'type': 'Point', 'coordinates': [-72.90004, 41.566304]}]|row-4my4.24wx~84xf|2022-08-31T00:00:00|R7577|General Repairer|Ct|06467
71|1875 Meriden & Waterbury Rds|Travel Centers Of America|Milldale|[{'type': 'Point', 'coordinates': [-72.90986, 41.563688]}]|row-bmsk-hk3t-jk2n|2023-08-31T00:00:00|R6940|General Repairer|Ct|06467-0548
72|770 N. Water Street , 8Th Floor|Bmo Harris Bank N. A.|Milwaukee|[{'type': 'Point', 'coordinates': [-87.909178, 43.039984]}]|row-k3ah-hs43-hmr2|2023-03-31T00:00:00|O6229|Leasing License|Wi|53202
73|226 North Water St|Royal Enfield North America Limited|Milwaukee|[{'type': 'Point', 'coordinates': [-87.909216, 43.033084]}]|row-5akr-cw4w-zm7c|2023-06-30T00:00:00|M0990|Manufacturer License|Wi|53202
74|770 N Water St Flr 8|Bank Of Montreal|Milwaukee|[{'type': 'Point', 'coordinates': [-87.909178, 43.039984]}]|row-vvnk-cx4t-rmkm|2022-03-31T00:00:00|O6309|Leasing License|Wi|53202
75|770 N. Water St , 8Th Floor|Bmo Harris Equipment Finance Company|Milwaukee|[{'type': 'Point', 'coordinates': [-87.909178, 43.039984]}]|row-byg5-6hux-226h|2023-03-31T00:00:00|O5886|Leasing License|Wi|53202
76|4440 S 108Th Street|Southgate Lease Services Inc|Milwaukee|[{'type': 'Point', 'coordinates': [-88.047726, 42.963846]}]|row-uaua-5p27-v98d|2022-03-31T00:00:00|O6156|Leasing License|Wi|53228
77|3700 W Juneau Ave|Harley Davidson Motor Co Inc|Milwaukee|[{'type': 'Point', 'coordinates': [-87.960693, 43.045857]}]|row-uqr3~cxif.eug6|2023-06-30T00:00:00|M0733|Manufacturer License|Wi|53208
78|50 Matheny Ln|Allied Truck Leasing Llc|Mineral Wells|[{'type': 'Point', 'coordinates': [-81.526445, 39.189336]}]|row-7hg3-wp65-i724|2023-03-31T00:00:00|O6270|Leasing License|Wv|26150-8427
79|600 South 4Th St Mal N9300-100|Wells Fargo Bank Na|Minneapolis|[{'type': 'Point', 'coordinates': [-93.260964, 44.976029]}]|row-4jcj~6ity-ujsd|2023-03-31T00:00:00|O6355|Leasing License|Mn|55415
80|600 South 4Th Street|Cf Motor Vehicle Leases Llc|Minneapolis|[{'type': 'Point', 'coordinates': [-93.260964, 44.976029]}]|row-iayw~a878-przp|2023-03-31T00:00:00|O6217|Leasing License|Mn|55415
81|1665 Utica Ave S Ste 400|Farm Credit Leasing Services Corp|Minneapolis|[{'type': 'Point', 'coordinates': [-93.345265, 44.966247]}]|row-acfc~jmes-e9y9|2022-03-31T00:00:00|O5894|Leasing License|Mn|55416-3790
82|1079 Dixwell Ave|Dadios Garage Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.934713, 41.342751]}]|row-29k8-buk4-4cej|2023-08-31T00:00:00|R7128|General Repairer|Ct|06514
83|1091 Dixwell Ave|Viscuso Motors|Hamden|[{'type': 'Point', 'coordinates': [-72.934652, 41.343056]}]|row-pybe.jtxn.gdz2|2022-06-30T00:00:00|U4377|Used Dealer|Ct|06514
84|600 South 4Th St 10Th Flr|Wells Fargo Equipment Fin Inc|Minneapolis|[{'type': 'Point', 'coordinates': [-93.260964, 44.976029]}]|row-87r3~ccsb-ykfh|2022-03-31T00:00:00|O5995|Leasing License|Mn|55415
85|11100 Wayzata Boulevard , Suite 801|Tcf National Bank|Minnetonka|[{'type': 'Point', 'coordinates': [-93.419744, 44.973021]}]|row-xexs~eb75.zgy6|2022-03-31T00:00:00|O6184|Leasing License|Mn|55305
86|1051 Dixwell Ave|Checkered Flag Auto Sales Of Hamden Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.934897, 41.342019]}]|row-y5u6-szxi-zxgn|2023-07-31T00:00:00|U6705|Used Dealer|Ct|06514-4904
87|10 Crestway|Gregory Curello|Hamden|[{'type': 'Point', 'coordinates': [-72.918622, 41.400203]}]|row-xvqj-hrsd-c8y7|2023-02-28T00:00:00|R5988|General Repairer|Ct|06514-1141
88|1925 State St|Dba Northeast Motor Car|Hamden|[{'type': 'Point', 'coordinates': [-72.900579, 41.334377]}]|row-rr3a-aczm-7ndn|2022-10-31T00:00:00|U7203|Used Dealer|Ct|06517-3819
89|11100 Wayzata Blvd Ste 801|Tcf Equipment Finance Inc|Minnetonka|[{'type': 'Point', 'coordinates': [-93.419744, 44.973021]}]|row-9rus-4vw4-9jpt|2023-03-31T00:00:00|O0339|Leasing License|Mn|55305-5503
90|6150 Omni Park Dr|Vt Inc Tstee Wolt|Mobile|[{'type': 'Point', 'coordinates': [-88.188647, 30.664253]}]|row-8pm4~imzg~g4h6|2022-03-31T00:00:00|O5896|Leasing License|Al|36609
91|16 Hamden Park Dr|A And A Auto And Truck Rental Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.932929, 41.34223800000001]}]|row-d7x9-5ixk.r5m6|2022-03-31T00:00:00|O6097|Leasing License|Ct|06517
92|2625 State St|Turpin Truck And Auto Service Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.891927, 41.351995]}]|row-9bh9.96ne.gz4e|2022-09-30T00:00:00|U8828|Used Dealer|Ct|06517-3003
93|781 Main St|Town Line Body Shop Inc|Monroe|[{'type': 'Point', 'coordinates': [-73.259985, 41.344840000000005]}]|row-759r-3qwg~xvfy|2022-02-28T00:00:00|R0084|General Repairer|Ct|06488
94|456 Main St|Hill N Dale Sales And Srv Sta Inc|Monroe|[{'type': 'Point', 'coordinates': [-73.26600500000002, 41.323468]}]|row-km8s-iueg-ncpy|2023-02-28T00:00:00|U1745|Used Dealer|Ct|06468-1154
95|1105 1107 Dixwell Ave|Europa Motor Works|Hamden|[{'type': 'Point', 'coordinates': [-72.934583, 41.343425]}]|row-zj58~5sgx-2xfy|2022-10-31T00:00:00|U2273|Used Dealer|Ct|06514
96|200 Skiff St|Dba Hamden Chevrolet|Hamden|[{'type': 'Point', 'coordinates': [-72.910219, 41.3724]}]|row-b6bk-urgp.wq92|2023-05-31T00:00:00|N2768|New Dealer|Ct|06517-1004
97|163 Main St|Monroe Auto Sales|Monroe|[{'type': 'Point', 'coordinates': [-73.255021, 41.30518]}]|row-qpi9.gnfj.68ce|2022-01-31T00:00:00|U5422|Used Dealer|Ct|06488
98|256 Main St|Route 25 Auto Collision Llc|Monroe|[{'type': 'Point', 'coordinates': [-73.258164, 41.310954]}]|row-n2v7-niiq~rpek|2022-03-31T00:00:00|U7126|Used Dealer|Ct|06468-1123
99|2891 State St|A And A Auto And Truck Repair And Sales Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.889224, 41.35919]}]|row-6c5e-2v2a.5amz|2022-05-31T00:00:00|U7891|Used Dealer|Ct|06517
100|585 Fan Hill Rd|Cross Hill Service Llc|Monroe|[{'type': 'Point', 'coordinates': [-73.238909, 41.359642]}]|row-g5vk~rxct-wzti|2023-04-30T00:00:00|U8696|Used Dealer|Ct|06468-1336
101|451 Main St|Automotive Concepts Inc|Monroe|[{'type': 'Point', 'coordinates': [-73.265754, 41.323196]}]|row-xkqh~njvw~e76y|2023-07-31T00:00:00|U7561|Used Dealer|Ct|06468-1155
102|163 Main St|Louis Anthony Jr|Monroe|[{'type': 'Point', 'coordinates': [-73.255021, 41.30518]}]|row-4wa3~58d7-ccwq|2022-01-31T00:00:00|U5422|Used Dealer|Ct|06488
103|2300 State St|Superior Spring And Mfg Co Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.895165, 41.34359]}]|row-75uk-k4fk~4ppb|2024-01-31T00:00:00|R7674|General Repairer|Ct|06517-3705
104|1570 1574 Dixwell Ave|Krachenfels Kurt|Hamden|[{'type': 'Point', 'coordinates': [-72.928736, 41.355177]}]|row-eb55-2tum-m43q|2023-04-30T00:00:00|U1521|Used Dealer|Ct|06514
105|131 137 147 Welton St|Chets Auto Parts Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.896354, 41.32798]}]|row-j9cv-28nc.aavs|2022-04-30T00:00:00|J4054|Recycler|Ct|06514
106|163 Main St|High Line Lube Llc|Monroe|[{'type': 'Point', 'coordinates': [-73.255021, 41.30518]}]|row-2nzh-yf5z~zi7h|2022-06-30T00:00:00|R7779|General Repairer|Ct|06468
107|74 Enterprise Dr Ste 1A|Mobile Truck And Equipment Repair Llc|Monroe|[{'type': 'Point', 'coordinates': [-73.251656, 41.352948]}]|row-xs86-9zn2-cve4|2023-10-31T00:00:00|R7658|General Repairer|Ct|06468-2678
108|2260 State St|Dougan Automotive Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.895335, 41.34271300000001]}]|row-hun3~4dyp.p8gz|2023-04-30T00:00:00|R5765|General Repairer|Ct|06517-3705
109|2695 State St|Wheelers Auto Service Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.891282, 41.354128]}]|row-veu2~ed78~ijvx|2023-07-31T00:00:00|U5675|Used Dealer|Ct|06517-2225
110|71 Jones Rd|Conn Dept Of Educat Eli Whitney Rvt|Hamden|[{'type': 'Point', 'coordinates': [-72.943363, 41.343281000000005]}]|row-azrs-fmsn-ad6m|2023-02-28T00:00:00|R1593|General Repairer|Ct|06514-4602
111|451 Main St|Monro Muffler Brake And Service|Monroe|[{'type': 'Point', 'coordinates': [-73.265754, 41.323196]}]|row-dgc7-3h27-eb8d|2023-07-31T00:00:00|U7561|Used Dealer|Ct|06468-1155
112|232 A Main St|Ct Discount Muffler And Brake Of Monroe Llc|Monroe|[{'type': 'Point', 'coordinates': [-73.257091, 41.308931]}]|row-2r92-s2p7-jbwf|2022-12-31T00:00:00|R7602|General Repairer|Ct|06468
113|163 Main St|Valvoline Instant Oil Change|Monroe|[{'type': 'Point', 'coordinates': [-73.255021, 41.30518]}]|row-5z9z-mzht-zfm3|2022-06-30T00:00:00|R7779|General Repairer|Ct|06468
114|399 Treadwell St|Caldwell Group Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.928825, 41.353636]}]|row-g6ap-89nc-kak3|2023-08-31T00:00:00|U7813|Used Dealer|Ct|06514-4112
115|28 Gorham Ave|Mikes Auto Clinic Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.935378, 41.347992]}]|row-mmh9.54uz.ievr|2023-06-30T00:00:00|U8752|Used Dealer|Ct|06514-3902
116|2607 Whitney Ave|Keating Bros Motors Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.898195, 41.391194]}]|row-teg4.78g6-c9hr|2022-04-30T00:00:00|U0002|Used Dealer|Ct|06518-3050
117|79 1Ere Rue Nord|K-Trail Inc|Montmagny|[{'type': 'Point', 'coordinates': [-117.67431899999998, 33.683518]}]|row-v7d5-m46p.7sth|2022-06-30T00:00:00|M1011|Manufacturer License|Qc|G5V 3-L8
118|430 Maple Ave|Dba Three Mad Men|Montville|[{'type': 'Point', 'coordinates': [-72.143208, 41.455506]}]|row-u74k.i2nr~m6uy|2022-04-30T00:00:00|U0033|Used Dealer|Ct|06353
119|2475 Whitney Ave|Auto Sports Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.900557, 41.387105]}]|row-mcj7.7tbw-kh7s|2022-06-30T00:00:00|U4465|Used Dealer|Ct|06518-3019
120|2575 State St|5 M Motors Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.892225, 41.350929]}]|row-r6ed.ks55~ja4v|2023-01-31T00:00:00|U8667|Used Dealer|Ct|06517-3003
121|31 Overlook Dr|Clementes Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.920794, 41.400364]}]|row-tk3p~vxv4~etra|2022-03-31T00:00:00|R7178|General Repairer|Ct|06514-1140
122|1610 N Broad St|D And L Auto Body Towing Llc|Meriden|[{'type': 'Point', 'coordinates': [-72.775702, 41.561727]}]|row-dkvq.2fea~i8sr|2022-02-28T00:00:00|U7634|Used Dealer|Ct|06450
123|1939 N Broad St|Mb Motors First Llc|Meriden|[{'type': 'Point', 'coordinates': [-72.771729, 41.570182]}]|row-urvc.wrz3-hvu5|2023-01-31T00:00:00|U7980|Used Dealer|Ct|06450-2476
124|1105 1107 Dixwell Ave|Lorenzo Minnocci|Hamden|[{'type': 'Point', 'coordinates': [-72.934583, 41.343425]}]|row-kh4h.5str.n7wd|2022-10-31T00:00:00|U2273|Used Dealer|Ct|06514
